geoid,geoid20,year,denom_enrolled,frpl_count,frpl_pct,freemeals_count,reducedmeals_count
1400000US06037552200,6037552200,2016,399,359,89.970001,329,30
1400000US06037552301,6037552301,2016,458,383,83.620003,334,49
1400000US06037552302,6037552302,2016,1404,1150,81.910004,1008,142
1400000US06037552601,6037552601,2016,481,436,90.639999,395,41
1400000US06037552602,6037552602,2016,597,524,87.769997,457,67
1400000US06037552700,6037552700,2016,672,603,89.730003,540,63
1400000US06037552800,6037552800,2016,2293,1868,81.470001,1616,252
1400000US06037553000,6037553000,2016,510,419,82.160004,353,66
1400000US06037553100,6037553100,2016,3142,2497,79.470001,1865,632
1400000US06037553300,6037553300,2016,493,401,81.339996,293,108
1400000US06037553502,6037553502,2016,6119,5618,91.809998,4963,655
1400000US06037553504,6037553504,2016,706,672,95.18,622,50
1400000US06037553601,6037553601,2016,606,580,95.709999,536,44
1400000US06037553701,6037553701,2016,602,571,94.849998,510,61
1400000US06037553702,6037553702,2016,1443,1348,93.419998,1243,105
1400000US06037553802,6037553802,2016,1203,1122,93.269997,1018,104
1400000US06037553901,6037553901,2016,1097,994,90.610001,881,113
1400000US06037553902,6037553902,2016,1663,1560,93.809998,1433,127
1400000US06037554002,6037554002,2016,717,626,87.309998,532,94
1400000US06037554106,6037554106,2016,596,525,88.089996,433,92
1400000US06037554201,6037554201,2016,832,670,80.529999,552,118
1400000US06037554405,6037554405,2016,774,577,74.550003,459,118
1400000US06037554511,6037554511,2016,2004,510,25.450001,360,150
1400000US06037554512,6037554512,2016,1561,367,23.51,241,126
1400000US06037554514,6037554514,2016,670,476,71.040001,416,60
1400000US06037554515,6037554515,2016,774,261,33.720001,189,72
1400000US06037554516,6037554516,2016,3906,1435,36.740002,1023,412
1400000US06037554517,6037554517,2016,739,127,17.190001,93,34
1400000US06037554518,6037554518,2016,667,118,17.690001,78,40
1400000US06037554521,6037554521,2016,1950,1023,52.459999,779,244
1400000US06037554522,6037554522,2016,1190,559,46.970001,424,135
1400000US06037554700,6037554700,2016,349,326,93.410004,304,22
1400000US06037554801,6037554801,2016,702,527,75.07,442,85
1400000US06037554802,6037554802,2016,1565,911,58.209999,702,209
1400000US06037555001,6037555001,2016,447,398,89.040001,356,42
1400000US06037555002,6037555002,2016,382,312,81.68,269,43
1400000US06037555105,6037555105,2016,2149,1606,74.730003,1370,236
1400000US06037555106,6037555106,2016,420,383,91.190002,343,40
1400000US06037555107,6037555107,2016,562,515,91.639999,464,51
1400000US06037555211,6037555211,2016,403,389,96.529999,360,29
1400000US06037555212,6037555212,2016,411,399,97.080002,369,30
1400000US06037555300,6037555300,2016,405,298,73.580002,212,86
1400000US06037570001,6037570001,2016,3867,2067,53.450001,1442,625
1400000US06037570002,6037570002,2016,746,618,82.839996,473,145
1400000US06037570100,6037570100,2016,538,494,91.82,456,38
1400000US06037570202,6037570202,2016,911,799,87.709999,703,96
1400000US06037570203,6037570203,2016,700,642,91.709999,581,61
1400000US06037570402,6037570402,2016,1298,1143,88.059998,1020,123
1400000US06037570403,6037570403,2016,744,695,93.410004,617,78
1400000US06037570504,6037570504,2016,4168,3310,79.410004,2844,466
1400000US06037570601,6037570601,2016,660,611,92.580002,532,79
1400000US06037570602,6037570602,2016,886,785,88.599998,677,108
1400000US06037570701,6037570701,2016,600,457,76.169998,396,61
1400000US06037570800,6037570800,2016,1324,659,49.77,467,192
1400000US06037570902,6037570902,2016,737,342,46.400002,250,92
1400000US06037571000,6037571000,2016,526,196,37.259998,154,42
1400000US06037571101,6037571101,2016,357,174,48.740002,146,28
1400000US06037571102,6037571102,2016,3316,1698,51.209999,1306,392
1400000US06037571202,6037571202,2016,1555,752,48.360001,583,169
1400000US06037571300,6037571300,2016,1299,841,64.739998,683,158
1400000US06037571400,6037571400,2016,451,214,47.450001,149,65
1400000US06037571502,6037571502,2016,600,540,90,479,61
1400000US06037571701,6037571701,2016,1854,1679,90.559998,1458,221
1400000US06037571703,6037571703,2016,916,867,94.650002,789,78
1400000US06037571800,6037571800,2016,523,210,40.150002,164,46
1400000US06037571900,6037571900,2016,2565,1334,52.009998,1062,272
1400000US06037572202,6037572202,2016,1619,1400,86.470001,1219,181
1400000US06037572500,6037572500,2016,592,520,87.839996,469,51
1400000US06037572600,6037572600,2016,844,756,89.57,663,93
1400000US06037572700,6037572700,2016,746,675,90.480003,573,102
1400000US06037573101,6037573101,2016,953,809,84.889999,741,68
1400000US06037573201,6037573201,2016,819,771,94.139999,682,89
1400000US06037573300,6037573300,2016,425,335,78.82,268,67
1400000US06037573402,6037573402,2016,1505,1326,88.110001,1144,182
1400000US06037573601,6037573601,2016,555,322,58.02,289,33
1400000US06037573700,6037573700,2016,759,192,25.299999,134,58
1400000US06037573800,6037573800,2016,784,323,41.200001,248,75
1400000US06037573902,6037573902,2016,884,201,22.74,153,48
1400000US06037574000,6037574000,2016,1020,301,29.51,233,68
1400000US06037574100,6037574100,2016,1398,551,39.41,446,105
1400000US06037574201,6037574201,2016,498,244,49,192,52
1400000US06037574202,6037574202,2016,231,196,84.849998,189,7
1400000US06037574300,6037574300,2016,1863,643,34.509998,495,148
1400000US06037574400,6037574400,2016,4158,1725,41.490002,1399,326
1400000US06037574500,6037574500,2016,785,356,45.349998,268,88
1400000US06037574602,6037574602,2016,340,241,70.879997,209,32
1400000US06037574901,6037574901,2016,572,118,20.629999,103,15
1400000US06037575002,6037575002,2016,365,283,77.529999,248,35
1400000US06037575101,6037575101,2016,942,784,83.230003,733,51
1400000US06037575201,6037575201,2016,1006,857,85.190002,820,37
1400000US06037575300,6037575300,2016,5330,3337,62.610001,2952,385
1400000US06037575401,6037575401,2016,1733,1455,83.959999,1352,103
1400000US06037575901,6037575901,2016,713,629,88.220001,606,23
1400000US06037576200,6037576200,2016,1139,960,84.279999,899,61
1400000US06037576301,6037576301,2016,1270,939,73.940002,855,84
1400000US06037576401,6037576401,2016,1096,964,87.959999,914,50
1400000US06037576501,6037576501,2016,1216,1116,91.779999,1041,75
1400000US06037576801,6037576801,2016,763,676,88.599998,610,66
1400000US06037576903,6037576903,2016,709,662,93.370003,611,51
1400000US06037577000,6037577000,2016,4805,3095,64.410004,2669,426
1400000US06037577100,6037577100,2016,883,420,47.57,330,90
1400000US06037577501,6037577501,2016,365,41,11.23,40,1
1400000US06037577602,6037577602,2016,332,112,33.73,94,18
1400000US06037577606,6037577606,2016,1607,285,17.73,229,56
1400000US06037577700,6037577700,2016,1115,886,79.459999,703,183
1400000US06037577800,6037577800,2016,654,488,74.620003,338,150
1400000US06037577900,6037577900,2016,407,264,64.860001,246,18
1400000US06037578000,6037578000,2016,3444,2787,80.919998,2417,370
1400000US06037599000,6037599000,2016,613,423,69,294,129
1400000US06037600201,6037600201,2016,943,898,95.230003,864,34
1400000US06037600302,6037600302,2016,1739,1542,88.669998,1432,110
1400000US06037600303,6037600303,2016,862,793,92,740,53
1400000US06037600501,6037600501,2016,356,318,89.330002,289,29
1400000US06037600602,6037600602,2016,1838,1343,73.07,1291,52
1400000US06037600703,6037600703,2016,627,573,91.389999,488,85
1400000US06037600801,6037600801,2016,541,426,78.739998,399,27
1400000US06037600911,6037600911,2016,681,500,73.419998,466,34
1400000US06037601001,6037601001,2016,96,94,97.919998,92,2
1400000US06037601002,6037601002,2016,825,650,78.790001,602,48
1400000US06037601202,6037601202,2016,1208,974,80.629997,907,67
1400000US06037601211,6037601211,2016,1613,868,53.810001,840,28
1400000US06037601212,6037601212,2016,390,371,95.129997,317,54
1400000US06037601301,6037601301,2016,648,413,63.73,368,45
1400000US06037601303,6037601303,2016,1272,929,73.029999,811,118
1400000US06037601401,6037601401,2016,713,465,65.220001,448,17
1400000US06037601402,6037601402,2016,701,521,74.32,484,37
1400000US06037601502,6037601502,2016,1450,1395,96.209999,1281,114
1400000US06037601600,6037601600,2016,2139,2052,95.93,1849,203
1400000US06037601700,6037601700,2016,2015,1900,94.290001,1639,261
1400000US06037601802,6037601802,2016,590,566,95.93,520,46
1400000US06037602003,6037602003,2016,463,349,75.379997,323,26
1400000US06037602104,6037602104,2016,598,541,90.470001,489,52
1400000US06037602106,6037602106,2016,1571,1336,85.040001,1165,171
1400000US06037602201,6037602201,2016,3565,2204,61.82,1791,413
1400000US06037602302,6037602302,2016,1887,864,45.790001,553,311
1400000US06037602402,6037602402,2016,744,548,73.660004,443,105
1400000US06037602403,6037602403,2016,1574,1383,87.870003,1243,140
1400000US06037602404,6037602404,2016,554,489,88.269997,435,54
1400000US06037602505,6037602505,2016,914,800,87.529999,709,91
1400000US06037602506,6037602506,2016,760,680,89.470001,628,52
1400000US06037602511,6037602511,2016,1872,1693,90.440002,1546,147
1400000US06037602601,6037602601,2016,494,421,85.220001,365,56
1400000US06037602700,6037602700,2016,515,460,89.32,417,43
1400000US06037602801,6037602801,2016,1227,1137,92.669998,1007,130
1400000US06037602802,6037602802,2016,1231,1144,92.93,1053,91
1400000US06037603006,6037603006,2016,361,330,91.410004,302,28
1400000US06037603008,6037603008,2016,764,649,84.949997,541,108
1400000US06037603101,6037603101,2016,0,0,,0,0
1400000US06037603200,6037603200,2016,1524,1242,81.5,1069,173
1400000US06037603301,6037603301,2016,2080,1644,79.040001,1347,297
1400000US06037603400,6037603400,2016,797,574,72.019997,446,128
1400000US06037603600,6037603600,2016,202,176,87.129997,150,26
1400000US06037603702,6037603702,2016,528,312,59.09,222,90
1400000US06037603705,6037603705,2016,107,84,78.5,82,2
1400000US06037603706,6037603706,2016,614,542,88.269997,466,76
1400000US06037603801,6037603801,2016,1732,1379,79.620003,1166,213
1400000US06037603802,6037603802,2016,1771,1446,81.650002,1224,222
1400000US06037603901,6037603901,2016,3385,2675,79.029999,2195,480
1400000US06037603902,6037603902,2016,917,701,76.440002,566,135
1400000US06037604001,6037604001,2016,503,406,80.720001,319,87
1400000US06037604002,6037604002,2016,757,603,79.660004,493,110
1400000US06037604200,6037604200,2016,1385,1161,83.830002,1022,139
1400000US06037620001,6037620001,2016,716,100,13.97,68,32
1400000US06037620002,6037620002,2016,835,117,14.01,94,23
1400000US06037620101,6037620101,2016,1837,221,12.03,170,51
1400000US06037620303,6037620303,2016,627,8,1.28,7,1
1400000US06037620305,6037620305,2016,718,9,1.25,9,0
1400000US06037620400,6037620400,2016,1980,60,3.03,53,7
1400000US06037620501,6037620501,2016,597,53,8.8800001,38,15
1400000US06037620521,6037620521,2016,447,97,21.700001,80,17
1400000US06037620602,6037620602,2016,1697,402,23.690001,307,95
1400000US06037620701,6037620701,2016,460,74,16.09,64,10
1400000US06037620703,6037620703,2016,639,33,5.1599998,26,7
1400000US06037620802,6037620802,2016,2896,140,4.8299999,102,38
1400000US06037620904,6037620904,2016,408,7,1.72,7,0
1400000US06037621005,6037621005,2016,1420,37,2.6099999,36,1
1400000US06037621201,6037621201,2016,4325,716,16.549999,536,180
1400000US06037621301,6037621301,2016,662,71,10.73,54,17
1400000US06037621400,6037621400,2016,497,68,13.68,55,13
1400000US06037650001,6037650001,2016,1162,426,36.66,297,129
1400000US06037650004,6037650004,2016,335,199,59.400002,152,47
1400000US06037650101,6037650101,2016,574,184,32.060001,124,60
1400000US06037650200,6037650200,2016,2613,1218,46.610001,841,377
1400000US06037650300,6037650300,2016,585,344,58.799999,258,86
1400000US06037650401,6037650401,2016,1256,402,32.009998,295,107
1400000US06037650502,6037650502,2016,1326,203,15.31,136,67
1400000US06037650603,6037650603,2016,3023,716,23.690001,486,230
1400000US06037650701,6037650701,2016,639,160,25.040001,116,44
1400000US06037650702,6037650702,2016,608,61,10.03,46,15
1400000US06037650903,6037650903,2016,2030,713,35.119999,509,204
1400000US06037650904,6037650904,2016,670,425,63.43,328,97
1400000US06037651001,6037651001,2016,712,374,52.529999,286,88
1400000US06037651002,6037651002,2016,786,309,39.310001,218,91
1400000US06037651101,6037651101,2016,916,112,12.23,77,35
1400000US06037651201,6037651201,2016,569,87,15.29,70,17
1400000US06037651221,6037651221,2016,727,162,22.280001,110,52
1400000US06037651222,6037651222,2016,2818,490,17.389999,349,141
1400000US06037651302,6037651302,2016,1348,179,13.28,135,44
1400000US06037651402,6037651402,2016,664,111,16.719999,74,37
1400000US06037670002,6037670002,2016,1442,1158,80.309998,983,175
1400000US06037670003,6037670003,2016,946,590,62.369999,452,138
1400000US06037670101,6037670101,2016,561,474,84.489998,405,69
1400000US06037670202,6037670202,2016,440,14,3.1800001,10,4
1400000US06037670324,6037670324,2016,588,23,3.9100001,22,1
1400000US06037670326,6037670326,2016,487,13,2.6700001,12,1
1400000US06037670328,6037670328,2016,2868,61,2.1300001,47,14
1400000US06037670405,6037670405,2016,926,29,3.1300001,21,8
1400000US06037670413,6037670413,2016,429,10,2.3299999,10,0
1400000US06037670416,6037670416,2016,368,31,8.4200001,26,5
1400000US06037670417,6037670417,2016,2883,110,3.8199999,90,20
1400000US06037670418,6037670418,2016,941,13,1.38,10,3
1400000US06037670500,6037670500,2016,65,9,13.85,9,0
1400000US06037670604,6037670604,2016,397,21,5.29,19,2
1400000US06037670701,6037670701,2016,2315,1414,61.080002,1126,288
1400000US06037670702,6037670702,2016,848,51,6.0100002,41,10
1400000US06037700200,6037700200,2016,1795,823,45.849998,561,262
1400000US06037700400,6037700400,2016,305,147,48.200001,115,32
1400000US06037700501,6037700501,2016,376,56,14.89,46,10
1400000US06037700600,6037700600,2016,639,48,7.5100002,27,21
1400000US06037700700,6037700700,2016,678,40,5.9000001,33,7
1400000US06037700802,6037700802,2016,182,36,19.780001,28,8
1400000US06037700901,6037700901,2016,500,59,11.8,47,12
1400000US06037700902,6037700902,2016,676,43,6.3600001,31,12
1400000US06037701000,6037701000,2016,1556,138,8.8699999,113,25
1400000US06037701304,6037701304,2016,798,97,12.16,74,23
1400000US06037701501,6037701501,2016,1067,195,18.280001,153,42
1400000US06037701601,6037701601,2016,831,48,5.7800002,41,7
1400000US06037701602,6037701602,2016,488,183,37.5,141,42
1400000US06037701801,6037701801,2016,433,209,48.27,170,39
1400000US06037701902,6037701902,2016,2846,813,28.57,655,158
1400000US06037702002,6037702002,2016,557,170,30.52,145,25
1400000US06037702201,6037702201,2016,1602,722,45.07,577,145
1400000US06037702300,6037702300,2016,628,189,30.1,143,46
1400000US06037702400,6037702400,2016,534,155,29.030001,119,36
1400000US06037702600,6037702600,2016,1338,301,22.5,230,71
1400000US06037702700,6037702700,2016,4219,1377,32.639999,1061,316
1400000US06037702801,6037702801,2016,556,298,53.599998,251,47
1400000US06037702803,6037702803,2016,625,441,70.559998,380,61
1400000US06037703002,6037703002,2016,563,252,44.759998,244,8
1400000US06037703100,6037703100,2016,527,398,75.519997,338,60
1400000US06037703200,6037703200,2016,300,262,87.330002,229,33
1400000US06037800101,6037800101,2016,3272,274,8.3699999,210,64
1400000US06037800103,6037800103,2016,286,17,5.9400001,16,1
1400000US06037800202,6037800202,2016,1460,119,8.1499996,94,25
1400000US06037800205,6037800205,2016,589,88,14.94,75,13
1400000US06037800206,6037800206,2016,585,24,4.0999999,22,2
1400000US06037800325,6037800325,2016,432,23,5.3200002,20,3
1400000US06037800334,6037800334,2016,2811,263,9.3599997,208,55
1400000US06037800335,6037800335,2016,25,22,88,22,0
1400000US06037800338,6037800338,2016,2019,133,6.5900002,111,22
1400000US06037800406,6037800406,2016,23,20,86.959999,20,0
1400000US06037800411,6037800411,2016,1272,160,12.58,126,34
1400000US06037800412,6037800412,2016,195,13,6.6700001,13,0
1400000US06037800504,6037800504,2016,279,18,6.4499998,17,1
1400000US06037900102,6037900102,2016,723,681,94.190002,642,39
1400000US06037900103,6037900103,2016,563,532,94.489998,500,32
1400000US06037900104,6037900104,2016,501,442,88.220001,400,42
1400000US06037900301,6037900301,2016,666,574,86.190002,534,40
1400000US06037900501,6037900501,2016,658,612,93.010002,591,21
1400000US06037900504,6037900504,2016,2702,2024,74.910004,1911,113
1400000US06037900505,6037900505,2016,966,848,87.779999,817,31
1400000US06037900508,6037900508,2016,2248,1793,79.760002,1610,183
1400000US06037900510,6037900510,2016,1512,1282,84.790001,1215,67
1400000US06037900602,6037900602,2016,1054,963,91.370003,940,23
1400000US06037900606,6037900606,2016,3106,2537,81.68,2413,124
1400000US06037900607,6037900607,2016,688,649,94.330002,639,10
1400000US06037900609,6037900609,2016,993,866,87.209999,814,52
1400000US06037900610,6037900610,2016,635,556,87.559998,532,24
1400000US06037900701,6037900701,2016,1095,955,87.209999,910,45
1400000US06037900703,6037900703,2016,1820,1538,84.510002,1398,140
1400000US06037900804,6037900804,2016,546,499,91.389999,484,15
1400000US06037900805,6037900805,2016,731,589,80.57,564,25
1400000US06037900807,6037900807,2016,787,696,88.440002,661,35
1400000US06037900901,6037900901,2016,713,321,45.02,264,57
1400000US06037901007,6037901007,2016,762,441,57.869999,390,51
1400000US06037901009,6037901009,2016,1014,729,71.889999,673,56
1400000US06037901010,6037901010,2016,651,481,73.889999,457,24
1400000US06037901011,6037901011,2016,653,456,69.830002,425,31
1400000US06037901012,6037901012,2016,793,529,66.709999,494,35
1400000US06037901013,6037901013,2016,1248,715,57.290001,614,101
1400000US06037901014,6037901014,2016,2182,1330,60.950001,1119,211
1400000US06037901101,6037901101,2016,1065,512,48.080002,436,76
1400000US06037901209,6037901209,2016,380,219,57.630001,185,34
1400000US06037901214,6037901214,2016,1001,487,48.650002,415,72
1400000US06037901215,6037901215,2016,3262,1201,36.82,968,233
1400000US06037901217,6037901217,2016,102,32,31.370001,31,1
1400000US06037901300,6037901300,2016,562,502,89.32,484,18
1400000US06037910002,6037910002,2016,363,295,81.269997,246,49
1400000US06037910210,6037910210,2016,1072,465,43.380001,357,108
1400000US06037910212,6037910212,2016,883,165,18.690001,138,27
1400000US06037910214,6037910214,2016,4168,2680,64.300003,2286,394
1400000US06037910215,6037910215,2016,1388,1086,78.239998,914,172
1400000US06037910217,6037910217,2016,622,336,54.02,267,69
1400000US06037910218,6037910218,2016,602,385,63.950001,353,32
1400000US06037910301,6037910301,2016,787,435,55.27,396,39
1400000US06037910302,6037910302,2016,1637,639,39.029999,532,107
1400000US06037910401,6037910401,2016,1012,748,73.910004,638,110
1400000US06037910404,6037910404,2016,682,611,89.589996,534,77
1400000US06037910405,6037910405,2016,1569,1365,87,1245,120
1400000US06037910504,6037910504,2016,1011,948,93.769997,869,79
1400000US06037910601,6037910601,2016,739,693,93.779999,650,43
1400000US06037910602,6037910602,2016,3611,2892,80.089996,2433,459
1400000US06037910605,6037910605,2016,1496,1333,89.099998,1211,122
1400000US06037910606,6037910606,2016,94,61,64.889999,57,4
1400000US06037910608,6037910608,2016,967,852,88.110001,761,91
1400000US06037910706,6037910706,2016,803,679,84.559998,574,105
1400000US06037910712,6037910712,2016,724,619,85.5,525,94
1400000US06037910714,6037910714,2016,1568,1366,87.120003,1183,183
1400000US06037910715,6037910715,2016,742,682,91.910004,578,104
1400000US06037910716,6037910716,2016,1404,1175,83.690002,1024,151
1400000US06037910717,6037910717,2016,4616,3538,76.650002,2864,674
1400000US06037910718,6037910718,2016,1628,1384,85.010002,1140,244
1400000US06037910720,6037910720,2016,867,767,88.470001,670,97
1400000US06037910804,6037910804,2016,1824,479,26.26,417,62
1400000US06037910807,6037910807,2016,1013,547,54,447,100
1400000US06037910814,6037910814,2016,197,41,20.809999,39,2
1400000US06037910815,6037910815,2016,2039,667,32.709999,587,80
1400000US06037911001,6037911001,2016,770,624,81.040001,570,54
1400000US06037911100,6037911100,2016,2421,2082,86,1848,234
1400000US06037920013,6037920013,2016,679,77,11.34,67,10
1400000US06037920015,6037920015,2016,776,47,6.0599999,43,4
1400000US06037920017,6037920017,2016,1003,192,19.139999,158,34
1400000US06037920020,6037920020,2016,789,210,26.620001,175,35
1400000US06037920029,6037920029,2016,2776,660,23.780001,564,96
1400000US06037920031,6037920031,2016,3142,1239,39.43,1037,202
1400000US06037920034,6037920034,2016,1114,589,52.869999,467,122
1400000US06037920035,6037920035,2016,520,435,83.650002,378,57
1400000US06037920041,6037920041,2016,626,201,32.110001,159,42
1400000US06037920042,6037920042,2016,525,351,66.860001,302,49
1400000US06037920043,6037920043,2016,1497,508,33.93,387,121
1400000US06037920044,6037920044,2016,2297,262,11.41,194,68
1400000US06037920048,6037920048,2016,2289,1165,50.900002,988,177
1400000US06037920049,6037920049,2016,715,104,14.55,92,12
1400000US06037920102,6037920102,2016,702,293,41.740002,250,43
1400000US06037920109,6037920109,2016,733,115,15.69,85,30
1400000US06037920111,6037920111,2016,403,125,31.02,95,30
1400000US06037920112,6037920112,2016,1220,156,12.79,114,42
1400000US06037920115,6037920115,2016,1631,156,9.5600004,124,32
1400000US06037920118,6037920118,2016,2173,652,30,524,128
1400000US06037920119,6037920119,2016,537,72,13.41,58,14
1400000US06037920120,6037920120,2016,617,74,11.99,39,35
1400000US06037920121,6037920121,2016,6788,1160,17.09,931,229
1400000US06037920313,6037920313,2016,1119,742,66.309998,651,91
1400000US06037920314,6037920314,2016,542,170,31.370001,137,33
1400000US06037920322,6037920322,2016,453,184,40.619999,164,20
1400000US06037920326,6037920326,2016,941,139,14.77,94,45
1400000US06037920329,6037920329,2016,1532,810,52.869999,696,114
1400000US06037920330,6037920330,2016,392,31,7.9099998,26,5
1400000US06037920334,6037920334,2016,1314,211,16.059999,164,47
1400000US06037920338,6037920338,2016,783,58,7.4099998,47,11
1400000US06037920339,6037920339,2016,3928,324,8.25,243,81
1400000US06037920340,6037920340,2016,3292,882,26.790001,749,133
1400000US06037920341,6037920341,2016,648,592,91.360001,531,61
1400000US06037920342,6037920342,2016,706,615,87.110001,551,64
1400000US06037930400,6037930400,2016,103,23,22.33,18,5
1400000US06037980004,6037980004,2016,813,806,99.139999,766,40
1400000US06037980013,6037980013,2016,706,310,43.91,198,112
1400000US06037980016,6037980016,2016,252,247,98.019997,232,15
1400000US06037101110,6037101110,2015,1472,904,61.41,748,156
1400000US06037101220,6037101220,2015,308,285,92.529999,274,11
1400000US06037101300,6037101300,2015,366,201,54.919998,154,47
1400000US06037102107,6037102107,2015,222,208,93.690002,205,3
1400000US06037103101,6037103101,2015,981,678,69.110001,578,100
1400000US06037103102,6037103102,2015,802,569,70.949997,469,100
1400000US06037103202,6037103202,2015,165,132,80,121,11
1400000US06037103402,6037103402,2015,427,236,55.27,187,49
1400000US06037104103,6037104103,2015,750,629,83.870003,504,125
1400000US06037104105,6037104105,2015,871,747,85.760002,579,168
1400000US06037104108,6037104108,2015,1494,1373,91.900002,1351,22
1400000US06037104124,6037104124,2015,1207,908,75.230003,697,211
1400000US06037104204,6037104204,2015,677,654,96.599998,647,7
1400000US06037104310,6037104310,2015,2685,2613,97.32,2322,291
1400000US06037104321,6037104321,2015,1483,1185,79.910004,1103,82
1400000US06037104401,6037104401,2015,830,763,91.93,743,20
1400000US06037104500,6037104500,2015,777,715,92.019997,696,19
1400000US06037104821,6037104821,2015,1025,861,84,861,0
1400000US06037104822,6037104822,2015,1389,1305,93.949997,1266,39
1400000US06037106020,6037106020,2015,291,274,94.160004,224,50
1400000US06037106112,6037106112,2015,688,485,70.489998,408,77
1400000US06037106113,6037106113,2015,442,303,68.550003,255,48
1400000US06037106114,6037106114,2015,458,407,88.860001,391,16
1400000US06037106403,6037106403,2015,2423,1766,72.879997,1517,249
1400000US06037106405,6037106405,2015,2671,2354,88.129997,2274,80
1400000US06037106510,6037106510,2015,174,174,100,174,0
1400000US06037106520,6037106520,2015,1262,1064,84.309998,954,110
1400000US06037106603,6037106603,2015,489,103,21.059999,78,25
1400000US06037106604,6037106604,2015,479,406,84.760002,395,11
1400000US06037106641,6037106641,2015,1611,877,54.439999,640,237
1400000US06037106642,6037106642,2015,485,140,28.870001,102,38
1400000US06037106646,6037106646,2015,2510,1456,58.009998,1170,286
1400000US06037106648,6037106648,2015,306,273,89.220001,266,7
1400000US06037107020,6037107020,2015,721,554,76.839996,482,72
1400000US06037108104,6037108104,2015,786,81,10.31,63,18
1400000US06037108202,6037108202,2015,1038,113,10.89,80,33
1400000US06037109200,6037109200,2015,437,284,64.989998,217,67
1400000US06037109300,6037109300,2015,583,402,68.949997,328,74
1400000US06037109500,6037109500,2015,2297,2031,88.419998,1759,272
1400000US06037109601,6037109601,2015,700,480,68.57,377,103
1400000US06037109700,6037109700,2015,1594,1041,65.309998,817,224
1400000US06037109800,6037109800,2015,786,421,53.560001,292,129
1400000US06037111100,6037111100,2015,510,331,64.900002,263,68
1400000US06037111202,6037111202,2015,438,302,68.949997,232,70
1400000US06037111204,6037111204,2015,3145,1059,33.669998,769,290
1400000US06037111206,6037111206,2015,522,182,34.869999,131,51
1400000US06037111302,6037111302,2015,414,235,56.759998,163,72
1400000US06037111303,6037111303,2015,2172,1314,60.5,1015,299
1400000US06037111304,6037111304,2015,4334,2190,50.529999,1382,808
1400000US06037111401,6037111401,2015,422,269,63.740002,221,48
1400000US06037113101,6037113101,2015,517,243,47,213,30
1400000US06037113212,6037113212,2015,358,196,54.75,158,38
1400000US06037113232,6037113232,2015,442,370,83.709999,357,13
1400000US06037113303,6037113303,2015,677,350,51.700001,291,59
1400000US06037113322,6037113322,2015,445,150,33.709999,114,36
1400000US06037113323,6037113323,2015,1492,802,53.75,652,150
1400000US06037113324,6037113324,2015,2212,1299,58.73,1041,258
1400000US06037113423,6037113423,2015,152,94,61.84,75,19
1400000US06037113428,6037113428,2015,830,727,87.589996,704,23
1400000US06037115101,6037115101,2015,2797,1342,47.98,1075,267
1400000US06037115103,6037115103,2015,1059,674,63.639999,551,123
1400000US06037115202,6037115202,2015,583,343,58.830002,280,63
1400000US06037115301,6037115301,2015,534,195,36.52,152,43
1400000US06037115302,6037115302,2015,467,401,85.870003,397,4
1400000US06037115401,6037115401,2015,837,776,92.709999,750,26
1400000US06037115403,6037115403,2015,291,222,76.290001,191,31
1400000US06037117101,6037117101,2015,3348,3091,92.32,2991,100
1400000US06037117102,6037117102,2015,496,381,76.809998,338,43
1400000US06037117202,6037117202,2015,2915,2207,75.709999,2084,123
1400000US06037117302,6037117302,2015,647,587,90.730003,570,17
1400000US06037117303,6037117303,2015,263,74,28.139999,48,26
1400000US06037117407,6037117407,2015,586,537,91.639999,513,24
1400000US06037117510,6037117510,2015,482,414,85.889999,355,59
1400000US06037117520,6037117520,2015,717,658,91.769997,622,36
1400000US06037117530,6037117530,2015,842,781,92.760002,771,10
1400000US06037119003,6037119003,2015,759,711,93.68,694,17
1400000US06037119004,6037119004,2015,544,460,84.559998,435,25
1400000US06037119201,6037119201,2015,2042,1871,91.629997,1830,41
1400000US06037119342,6037119342,2015,759,636,83.790001,567,69
1400000US06037119802,6037119802,2015,985,817,82.940002,791,26
1400000US06037119900,6037119900,2015,651,598,91.860001,587,11
1400000US06037120010,6037120010,2015,1282,1215,94.769997,1199,16
1400000US06037120020,6037120020,2015,805,756,93.910004,750,6
1400000US06037120030,6037120030,2015,1398,986,70.529999,909,77
1400000US06037120107,6037120107,2015,543,510,93.919998,507,3
1400000US06037120108,6037120108,2015,1148,1049,91.379997,1039,10
1400000US06037120300,6037120300,2015,439,408,92.940002,404,4
1400000US06037120400,6037120400,2015,551,486,88.199997,478,8
1400000US06037121010,6037121010,2015,4509,4013,89,3959,54
1400000US06037121020,6037121020,2015,735,651,88.57,640,11
1400000US06037121102,6037121102,2015,324,232,71.599998,190,42
1400000US06037121210,6037121210,2015,363,316,87.050003,260,56
1400000US06037121222,6037121222,2015,1538,1254,81.529999,1201,53
1400000US06037121600,6037121600,2015,110,79,71.82,68,11
1400000US06037121801,6037121801,2015,578,544,94.120003,542,2
1400000US06037121900,6037121900,2015,458,403,87.989998,393,10
1400000US06037122000,6037122000,2015,586,483,82.419998,473,10
1400000US06037122122,6037122122,2015,703,650,92.459999,647,3
1400000US06037122200,6037122200,2015,427,394,92.269997,390,4
